;"Generated by FINAN XBRL Taxonomy Viewer v4.4.1"
;"Taxonomy: FinkRptFinancieringsaanvraag"

"Sort";"ID";"Level";"Label en";"Label nl";"PreferredLabelRole";"ElementName";"NamespaceAlias";"FinanVarName";"Url";"SubstitutionGroup";"UseCount";"IsTuple";"IsTupleKey";"IsInThisTuple";"TupleDepth";"TupleInstanceOrder";"MinTupleInstances";"MaxTupleInstances";"ElementType";"ShortElementType";"BaseType";"DataType (FMT4)";"InputRequired";"Pattern";"Enumeration";"FractionDigits";"TotalDigits";"Length";"MinLength";"MaxLength";"MinInclusive";"MaxInclusive";"MinExclusive";"MaxExclusive";"PeriodType";"Balance";"Abstract";"Nillable";"Documentation en";"Documentation nl";"Ddef.Guidance en";"Ddef.Guidance nl";"References"
94;"venj-bw2-i:EmployeeBenefitsAndOtherAdministrativeExpenses";2;"   Employee benefits- and general administrative expenses";"   Personeels- en andere beheerskosten";"";"EmployeeBenefitsAndOtherAdministrativeExpenses";"venj-bw2-i";"EmployeeBenefitsAndOtherAdministrativeExpenses";"http://www.nltaxonomie.nl/10.0/basis/venj/items/venj-bw2-data#EmployeeBenefitsAndOtherAdministrativeExpenses";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Debit";0;0;"";"";"";"";"Article: 10, IssueDate: 2015-01-01, Name: Besluit jaarrekening banken|Article: 9, IssueDate: 2015-01-01, Name: Besluit jaarrekening banken|Article: 1, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening"
95;"venj-bw2-i:DepreciationPropertyPlantEquipmentAmortisationIntangibleAssets";2;"   Amortisation of intangible assets and depreciation of property, plant and equipment";"   Afschrijvingen op immateriële en materiële vaste activa";"";"DepreciationPropertyPlantEquipmentAmortisationIntangibleAssets";"venj-bw2-i";"DepreciationPropertyPlantEquipmentAmortisationIntangibleAssets";"http://www.nltaxonomie.nl/10.0/basis/venj/items/venj-bw2-data#DepreciationPropertyPlantEquipmentAmortisationIntangibleAssets";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Debit";0;0;"";"";"";"";"Article: 1, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening|Article: 377, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 3, Subparagraph: h|Chapter: 270, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 504"
96;"venj-bw2-i:ChangesInValueIntangibleAssetsPropertyPlantEquipment";2;"   Other changes in the value of intangible assets and property, plant and equipment";"   Overige waardeveranderingen van immateriële en materiële vaste activa";"";"ChangesInValueIntangibleAssetsPropertyPlantEquipment";"venj-bw2-i";"ChangesInValueIntangibleAssetsPropertyPlantEquipment";"http://www.nltaxonomie.nl/10.0/basis/venj/items/venj-bw2-data#ChangesInValueIntangibleAssetsPropertyPlantEquipment";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Debit";0;0;"";"";"";"";"Article: 1, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening|Article: 377, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 3, Subparagraph: h"
97;"venj-bw2-i:ImpairmentCurrentAssets";2;"   Impairment of current assets";"   Bijzondere waardevermindering van vlottende activa";"";"ImpairmentCurrentAssets";"venj-bw2-i";"ImpairmentCurrentAssets";"http://www.nltaxonomie.nl/10.0/basis/venj/items/venj-bw2-data#ImpairmentCurrentAssets";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Debit";0;0;"";"";"";"";"Article: 1, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening|Article: 377, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 3, Subparagraph: i|Article: 387, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2|Chapter: 220, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 503, Subparagraph: a"
98;"venj-bw2-i:OperatingExpensesOther";2;"   Other operating expenses";"   Overige bedrijfskosten";"";"OperatingExpensesOther";"venj-bw2-i";"OperatingExpensesOther";"http://www.nltaxonomie.nl/10.0/basis/venj/items/venj-bw2-data#OperatingExpensesOther";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Debit";0;0;"";"";"";"";"Article: 9, IssueDate: 2015-01-01, Name: Besluit jaarrekening banken|Article: 1, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening|Article: 377, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 3, Subparagraph: j|Article: 384, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 5|Chapter: 270, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 503"
99;"venj-bw2-i:OperatingExpenses";2;"   Operating expenses";"   Som der bedrijfslasten";"";"OperatingExpenses";"venj-bw2-i";"OperatingExpenses";"http://www.nltaxonomie.nl/10.0/basis/venj/items/venj-bw2-data#OperatingExpenses";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Debit";0;0;"";"";"";"";"Article: 1, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening|Article: 377, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 1, Subparagraph: a|Article: 438, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2|Article: 440, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2|Article: 441, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2"
100;"venj-bw2-i:IncomeReceivablesNoncurrentSecurities";2;"   Income of non-current receivables and of securities";"   Opbrengst van vorderingen die tot de vaste activa behoren en van effecten";"";"IncomeReceivablesNoncurrentSecurities";"venj-bw2-i";"IncomeReceivablesNoncurrentSecurities";"http://www.nltaxonomie.nl/10.0/basis/venj/items/venj-bw2-data#IncomeReceivablesNoncurrentSecurities";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Credit";0;0;"";"";"";"";"Article: 1, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening|Article: 377, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 3, Subparagraph: l|Article: 377, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 4, Subparagraph: h|Chapter: 226, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 302|Chapter: B6, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving voor kleine rechtspersonen, Paragraph: 108"
101;"venj-bw2-i:RevaluationReserveRelease";2;"   Release from revaluation reserve";"   Vrijval uit herwaarderingsreserve";"";"RevaluationReserveRelease";"venj-bw2-i";"RevaluationReserveRelease";"http://www.nltaxonomie.nl/10.0/basis/venj/items/venj-bw2-data#RevaluationReserveRelease";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Credit";0;0;"";"";"";"";"Article: 390, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 4|Chapter: 220, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 504"
102;"venj-bw2-i:InterestIncomeRelatedIncome";2;"   Other interest income and related income";"   Andere rentebaten en soortgelijke opbrengsten";"";"InterestIncomeRelatedIncome";"venj-bw2-i";"InterestIncomeRelatedIncome";"http://www.nltaxonomie.nl/10.0/basis/venj/items/venj-bw2-data#InterestIncomeRelatedIncome";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Credit";0;0;"";"";"";"";"Article: 9, IssueDate: 2015-01-01, Name: Besluit jaarrekening banken|Article: 1, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening|Article: 377, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 3, Subparagraph: m|Article: 377, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 4, Subparagraph: i|Chapter: 270, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 124"
103;"venj-bw2-i:ChangesValueFinancialAssetsSecurities";2;"   Changes in value of financial assets and of securities";"   Waardeveranderingen van financiële vaste activa en van effecten";"";"ChangesValueFinancialAssetsSecurities";"venj-bw2-i";"ChangesValueFinancialAssetsSecurities";"http://www.nltaxonomie.nl/10.0/basis/venj/items/venj-bw2-data#ChangesValueFinancialAssetsSecurities";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Debit";0;0;"";"";"";"";"Article: 1, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening|Article: 377, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 3, Subparagraph: n|Article: 377, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 4, Subparagraph: j|Article: 387, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2|Chapter: 645, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 501"
104;"venj-bw2-i:InterestExpensesRelatedExpenses";2;"   Interest expenses and related expenses";"   Rentelasten en soortgelijke kosten";"";"InterestExpensesRelatedExpenses";"venj-bw2-i";"InterestExpensesRelatedExpenses";"http://www.nltaxonomie.nl/10.0/basis/venj/items/venj-bw2-data#InterestExpensesRelatedExpenses";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Debit";0;0;"";"";"";"";"Article: 9, IssueDate: 2015-01-01, Name: Besluit jaarrekening banken|Article: 1, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening|Article: 377, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 3, Subparagraph: o|Article: 377, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 4, Subparagraph: k|Chapter: 273, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 301|Chapter: B16, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving voor kleine rechtspersonen, Paragraph: 104"
105;"venj-bw2-i:ResultBeforeTaxOrdinaryActivities";2;"   Result from ordinary activities before tax";"   Resultaat uit gewone bedrijfsuitoefening voor belastingen";"";"ResultBeforeTaxOrdinaryActivities";"venj-bw2-i";"ResultBeforeTaxOrdinaryActivities";"http://www.nltaxonomie.nl/10.0/basis/venj/items/venj-bw2-data#ResultBeforeTaxOrdinaryActivities";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Credit";0;0;"";"";"";"";"Article: 9, IssueDate: 2015-01-01, Name: Besluit jaarrekening banken|Article: 1, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening|Article: 377, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 1, Subparagraph: a|Chapter: 270, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 402"
106;"venj-bw2-i:IncomeTaxExpenseOrdinaryActivities";2;"   Income tax expense from ordinary activities";"   Belastingen resultaat uit gewone bedrijfsuitoefening";"";"IncomeTaxExpenseOrdinaryActivities";"venj-bw2-i";"IncomeTaxExpenseOrdinaryActivities";"http://www.nltaxonomie.nl/10.0/basis/venj/items/venj-bw2-data#IncomeTaxExpenseOrdinaryActivities";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Debit";0;0;"";"";"";"";"Article: 9, IssueDate: 2015-01-01, Name: Besluit jaarrekening banken|Article: 1, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening|Article: 377, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 1, Subparagraph: a|Article: 437, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2|Chapter: 270, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 402|Chapter: 272, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 608|Chapter: B15, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving voor kleine rechtspersonen, Paragraph: 101|Chapter: B15, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving voor kleine rechtspersonen, Paragraph: 119"
107;"venj-bw2-i:ShareInResultsParticipatingInterests";2;"   Share in results of participating interests";"   Aandeel in winst (verlies) van ondernemingen waarin wordt deelgenomen";"";"ShareInResultsParticipatingInterests";"venj-bw2-i";"ShareInResultsParticipatingInterests";"http://www.nltaxonomie.nl/10.0/basis/venj/items/venj-bw2-data#ShareInResultsParticipatingInterests";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Credit";0;0;"";"";"";"";"Article: 16, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening|Article: 1, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening|Article: 6, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening|Article: 377, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 3, Subparagraph: k|Article: 377, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 4, Subparagraph: g|Article: 402, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2"
108;"venj-bw2-i:ResultAfterTaxOrdinaryActivities";2;"   Result from ordinary activities after tax";"   Resultaat uit gewone bedrijfsuitoefening na belastingen";"";"ResultAfterTaxOrdinaryActivities";"venj-bw2-i";"ResultAfterTaxOrdinaryActivities";"http://www.nltaxonomie.nl/10.0/basis/venj/items/venj-bw2-data#ResultAfterTaxOrdinaryActivities";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Credit";0;0;"";"";"";"";"Article: 9, IssueDate: 2015-01-01, Name: Besluit jaarrekening banken|Article: 1, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening|Article: 377, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 1, Subparagraph: a|Article: 437, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2|Chapter: 270, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 402|Chapter: 645, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 501|Chapter: B15, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving voor kleine rechtspersonen, Paragraph: 101"
109;"venj-bw2-i:NetResultAfterTax";2;"   Net result after tax";"   Nettoresultaat na belastingen";"";"NetResultAfterTax";"venj-bw2-i";"NetResultAfterTax";"http://www.nltaxonomie.nl/10.0/basis/venj/items/venj-bw2-data#NetResultAfterTax";"xbrli:item";2;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Credit";0;0;"";"";"";"";"Article: 10, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening, Paragraph: 1|Article: 411, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 2|Chapter: 265, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 201"
