COMPONENT;KEY;EN;NL;FR
DEF;Rentelasten r/c groepsmaatschappijen;Interest on current account group-companies;Rentelasten r/c groepsmaatschappijen;
DEF;Rentelasten rek. courant (bank);Interest expenses current account;Rentelasten rek. courant (bank);
DEF;Rentelasten rekening courant andere banken;interest expenses current account other banks;Rentelasten rekening courant andere banken;
DEF;Rentelasten verbonden aan leasecontracten;Interest expenses associated with lease contracts;Rentelasten verbonden aan leasecontracten;
DEF;Rentelasten;Interest expenses;Rentelasten;
DEF;Rentelooptijd tot;Interest term till;Rentelooptijd tot;
DEF;Renteopties nieuwe leningen;Interest options new loans;Renteopties nieuwe leningen;
DEF;Rentepercentage A * B / C;Interest rate A * B / C;Rentepercentage A * B / C;
DEF;Rentepercentage eigen vermogen;Interest rate net worth;Rentepercentage eigen vermogen;
DEF;Rentepercentage leningen;Interest rate loans;Rentepercentage leningen;
DEF;Rentepercentage overige kortlopende schulden;Interest rate other current liabilities;Rentepercentage overige kortlopende schulden;
DEF;Rentepercentage rekening courant;Interest rate for current account;Rentepercentage rekening courant;
DEF;Rentepercentage te hoog;Interest too high;Rentepercentage te hoog;
DEF;rentepercentage VV in scenario;interest rate in scenario;rentepercentage VV in scenario;
DEF;Rentepercentage;Interest rate;Rentepercentage;
DEF;Renteperscentage overige kortlopende schulden;Interest rate other current liabilities;Renteperscentage overige kortlopende schulden;
DEF;Rentetarief ontvangen rente op rekening courant (%);Interest rate of the received interest on current account (%);Rentetarief ontvangen rente op rekening courant (%);
DEF;Rentetarief ontvangen rente op rekening courant;Received interest rate for current account;Rentetarief ontvangen rente op rekening courant;
DEF;Rentevast periode (jaren);Interest-fixed period (years);Rentevast periode (jaren);
DEF;Rentevast tot;Final date interest rate period;Rentevast tot;
DEF;Reorganisatievoorziening;Provision for reorganisation;Reorganisatievoorziening;
DEF;Repayment fraction;Repayment fraction;Deel terugbetaling;
DEF;Repayment start period;Repayment start period;Startperiode terugbetaling;
DEF;Repayment term;Repayment term;Terugbetalingstermijn;
DEF;Representatiekosten uitgaven;Entertainment cash expenses;Representatiekosten uitgaven;
DEF;Representatiekosten;Entertainment expenses;Representatiekosten;
DEF;Reservering reorganisatie;Reorganisation reserves;Reservering reorganisatie;
DEF;Reservering voor vervanging;Reservation for replacement;Reservering voor vervanging;
DEF;Reserveringen;Reservations;Reserveringen;
DEF;ResNaBel[Title];[@]Net profit;ResNaBel[Title];
DEF;Resterende aflossingscap.;Remaining repayment capacity;Resterende aflossingscap.;
DEF;resto;remaining;resto;
DEF;Restwaarde (WOZ);Residual value (assessed for tax purposes);Restwaarde (WOZ);
DEF;Restwaarde periode;Continuing value period;Restwaarde periode;
DEF;Restwaarde;Residual value;Restwaarde;
DEF;Resultaat deelnemingen voor belasting.;Result of subsidiaries before taxes;Resultaat deelnemingen voor belasting.;
DEF;Resultaat na aftrek ondernemersloon;Profit after deduction wage of entrepreneur;Resultaat na aftrek ondernemersloon;
DEF;Resultaat na belasting laatste definitieve boekjaar;Profit after taxes last approved bookyear;Resultaat na belasting laatste definitieve boekjaar;
DEF;Resultaat na belasting voorlaatste definitieve boekjaar;Profit after taxes previous approved bookyear;Resultaat na belasting voorlaatste definitieve boekjaar;
DEF;Resultaat na belasting;Profit after tax;Resultaat na belasting;
DEF;Resultaat verminderd met vennnootschapsbelasting.;Profit after taxes;Resultaat verminderd met vennnootschapsbelasting.;
DEF;Resultaat vóór belasting laatste definitieve boekjaar;Profit before taxes last approved bookyear;Resultaat vóór belasting laatste definitieve boekjaar;
DEF;Resultaat vóór belasting;Profit before taxes;Resultaat vóór belasting;
DEF;Resultaat voor belastingen;Profit before tax;Resultaat voor belastingen;
DEF;Resultaat voor inc.baten/lasten;Result before inc. gains or losses;Resultaat voor inc.baten/lasten;
DEF;Resultaat;Profit;Resultaat;
DEF;Resultatenrekening (groei%);Profit and loss account (growth%);Resultatenrekening (groei%);
DEF;Resultatenrekening (US-GAAP);Income statement (US-GAAP standard);Resultatenrekening (US-GAAP);
DEF;Resultatenrekening en kasstroom beknopt;Short form income statement & cashflow;Resultatenrekening en kasstroom beknopt;
DEF;Resultatenrekening gedetailleerd;Detailed income statement;Resultatenrekening gedetailleerd;
DEF;Resultatenrekening in rapportage;Profit and Loss in report;Resultatenrekening in rapportage;
DEF;Resultatenrekening niet beschikbaar in de gevraagde kolommen!;Profit and loss account not available for the specified columns!;Resultatenrekening niet beschikbaar in de gevraagde kolommen!;
DEF;Resultatenrekening uitgebreid;Profit and loss account extensive;Resultatenrekening uitgebreid;
DEF;Resultatenrekening;Profit and loss account;Resultatenrekening;
DEF;Resulterende waarde EV;Resulting value of shareholders’ equity;Resulterende waarde EV;
DEF;Resulterende waarde onderneming;Resulting company value;Resulterende waarde onderneming;
DEF;Resulterende waarde;Resulting value;Resulterende waarde;
DEF;Revisie elk(e);Review each;Revisie elk(e);
DEF;Revisie;Review proposal;Revisie;
DEF;Revisiefrequentie;Frequency reviews;Revisiefrequentie;
DEF;Revisievoorstel;Review proposal;Revisievoorstel;
DEF;Revisioned;Gereviseerd;Revisioned;
DEF;Risico Classificatie Systeem;Risk Classification System;Risico Classificatie Systeem;
DEF;Risico en rendement;Risk en return;Risico en rendement;
DEF;Risico model;Risk model;Risico model;
DEF;Risico module (demo);Risk module (demo);Risico module (demo);
DEF;Risico module;Risk module;Risico module;
DEF;Risico opslag eigen vermogen;Risk charge all equity financing;Risico opslag eigen vermogen;
DEF;Risico opslag vreemd vermogen;Risk charge debt financing;Risico opslag vreemd vermogen;
DEF;Risico;Risk;Risico;
DEF;Risicoclassificatie (RCS);Risk classification (RCS);Risicoclassificatie (RCS);
DEF;Risicogroep;Risk Group;Risicogroep;
DEF;Risicoklasse RCS-BK;Risk category RCS-BK;Risicoklasse RCS-BK;
DEF;Risicoklasse RCS-KK;Risk category RCS-KK;Risicoklasse RCS-KK;
DEF;Risicopremie eigen vermogen;Equity riskpremium;Risicopremie eigen vermogen;
DEF;Risicopremie hefboomwerking;Riskpremium leverage;Risicopremie hefboomwerking;
DEF;Risicopremie voor hefboomwerking;Unlevered equity riskpremium;Risicopremie voor hefboomwerking;
DEF;Risicopremie vreemd vermogen;Riskpremium debt;Risicopremie vreemd vermogen;
DEF;Risicopremie VV;Market charge cost of debt;Risicopremie VV;
DEF;Risicovrije vermogenskostenvoet;Risk-free interest rate;Risicovrije vermogenskostenvoet;
DEF;Risicovrije voet (Rf);Risk-free rate (Rf);Risicovrije voet (Rf);
DEF;ROIC uitbreidingsinvesteringen;ROIC on net new investments;ROIC uitbreidingsinvesteringen;
DEF;ROIC vervangingsinvesteringen;ROIC on replacement investments;ROIC vervangingsinvesteringen;
DEF;RtblEigenVerm[Title];[@] Return on equity;RtblEigenVerm[Title];
DEF;ruim onvoldoende;very unsatisfactory;ruim onvoldoende;
DEF;ruim voldoende;very satisfactory;ruim voldoende;
DEF;S. Overige stuurvariabelen;S. Other controls;S. Overige stuurvariabelen;
DEF;Saldo buitengewone baten/lasten;Balance of extraord. rev./exp.;Saldo buitengewone baten/lasten;
DEF;Saldo incidentele baten/lasten;Balance of incidental rev./exp.;Saldo incidentele baten/lasten;
DEF;Saldo rek. courant (bank);Balance current account;Saldo rek. courant (bank);
DEF;Saldo rekening-courant;Balance of overdraft;Saldo rekening-courant;
DEF;Saldo resultaat deelnemingen en aandeel derden;Balance result from subsidiaries and minority interest;Saldo resultaat deelnemingen en aandeel derden;
DEF;Saldo van correcties op activa;Balance of corrections on assets;Saldo van correcties op activa;
DEF;Saldocompensatie;Saldo compensation;Saldocompensatie;
DEF;Samenhangende relatie;Related customer;Samenhangende relatie;
DEF;Samenhangende relatienummers;Related customer numbers;Samenhangende relatienummers;
DEF;Samenvatting balans en exploitatie;Summary of balance sheet and income statement;Samenvatting balans en exploitatie;
DEF;Samenvatting;Summary;Samenvatting;
DEF;Samenwerkingsvorm;Form of partnership;Samenwerkingsvorm;
DEF;scen;scen;scen;
DEF;Scenario actielijst;Scenario Actionlist;Scenario actielijst;
DEF;Scenario instellingen;Scenario settings;Scenario instellingen;
DEF;scenario;scenario;scenario;
DEF;Scenarioanalyse kan alleen worden uitgevoerd in een voorstel.;Scenario Analysis is only available in a proposal;Scenarioanalyse kan alleen worden uitgevoerd in een voorstel.;
DEF;Schaal factor;Scale factor;Schaal factor;
DEF;Schaling branchecijfers;Basis scale industry sector figures;Schaling branchecijfers;
DEF;Schatting break-even omzet bij constant veronderstelde kosten;Estimation break-even sales at assumed constant expenses;Schatting break-even omzet bij constant veronderstelde kosten;
DEF;Schatting i.v.m. bedrijfsvergelijking.;Estimation for comparison purposes;Schatting i.v.m. bedrijfsvergelijking.;
DEF;Schatting ivm bedrijfsvergelijking hier geen werkelijke uitgaven invullen;Estimation for comparison purposes, no input of true expenditures needed;Schatting ivm bedrijfsvergelijking hier geen werkelijke uitgaven invullen;
DEF;Schatting ivm bedrijfsvergelijking|hier geen werkelijke uitgaven invullen;Estimate for company comparision|do not enter real expenses here;Schatting ivm bedrijfsvergelijking|hier geen werkelijke uitgaven invullen;
DEF;Scheepvaart;Shipping;Scheepvaart;
DEF;Schematisch overzicht van winstmarge en rentabiliteit vóór aftrek van rentelasten en winstbelasting.;Overview of profit margin and rate of return before interest and taxes.;Schematisch overzicht van winstmarge en rentabiliteit vóór aftrek van rentelasten en winstbelasting.;
DEF;Schematisch overzicht van winstmarge en rentabiliteit|vóór aftrek van rentelasten en winstbelasting.;Brief summary of profit margin and rentability.|Before interest and taxes.;Schematisch overzicht van winstmarge en rentabiliteit|vóór aftrek van rentelasten en winstbelasting.;
DEF;Schepen;Ships;Schepen;
DEF;Schoongrondverklaring;Declaration of clean groundsoil;Schoongrondverklaring;
DEF;Schulden aan participanten;Third party loans;Schulden aan participanten;
DEF;Schulden met een looptijd langer dan één jaar|Binnen één jaar af te lossen termijnen bij kort vreemd vermogen!;Debts with a tenor longer than one year.|Current maturities short term debt!;Schulden met een looptijd langer dan één jaar|Binnen één jaar af te lossen termijnen bij kort vreemd vermogen!;
DEF;Schulden ondernemer;Private debt entrepreneur;Schulden ondernemer;
DEF;Schulden;Debts;Schulden;
DEF;Score algemene indicatoren;Score general indicators;Score algemene indicatoren;
DEF;Score bedrijfskwaliteit;Score FQ (Financial Quality);Score bedrijfskwaliteit;
DEF;Score branche;Score sector of industry;Score branche;
DEF;Score concurrerend vermogen;Score for competitive power;Score concurrerend vermogen;
DEF;Score dekking;Score cover;Score dekking;
DEF;Score dekkingspercentage;Score coverage ratio;Score dekkingspercentage;
DEF;Score exportcapaciteit;Score for export capacity;Score exportcapaciteit;
DEF;Score grote van de onderneming;Score size of company;Score grote van de onderneming;
DEF;Score inkoopcapaciteit;Score for purchasing capacity;Score inkoopcapaciteit;
DEF;Score interest dekking;Score interest coverage ratio;Score interest dekking;
DEF;Score IQ (Industrie Kwaliteit);Score IQ (Industry Quality);Score IQ (Industrie Kwaliteit);
DEF;Score kredietkwaliteit;Total score (FQ + CQ);Score kredietkwaliteit;
DEF;Score kwalitatieve indicatoren;Score qualitative indicators;Score kwalitatieve indicatoren;
DEF;Score leeftijd onderneming;Score years of existence;Score leeftijd onderneming;
DEF;Score management en markt kwaliteit;Score Management/Market Quality;Score management en markt kwaliteit;
DEF;Score markt positie;Score market position;Score markt positie;
DEF;Score marktsituatie;Score market situation;Score marktsituatie;
DEF;Score milieuaspecten;Score environmental aspects;Score milieuaspecten;
DEF;Score obligo;Score interest bearing debt;Score obligo;
DEF;Score ondernemerscapaciteiten;Score business skills;Score ondernemerscapaciteiten;
DEF;Score ouderdom jaarcijfers;Score age of annual figures;Score ouderdom jaarcijfers;
DEF;Score overige aspecten;Score other aspects;Score overige aspecten;
DEF;Score personeel;Score personnel;Score personeel;
DEF;Score rentabiliteit;Score profitability;Score rentabiliteit;
DEF;Score solvabiliteit;Score solvency;Score solvabiliteit;
DEF;Score terugbetalingscapaciteit;Score repayment capacity;Score terugbetalingscapaciteit;
DEF;Score;Score;Score;
DEF;Scoring financiele indicatoren;Scoring financial indicators;Scoring financiele indicatoren;
DEF;secondary;secundair;secondary;
DEF;Sector BIK-code;Sector code;Sector BIK-code;
DEF;Sector code;Sector BIK-code (BB);Sector code;
DEF;Secundair;Secondary;Secundair;
DEF;Seizoenspatroon;Season pattern;Seizoenspatroon;
DEF;Selecteer scenario;Select scenario;Selecteer scenario;
DEF;Signature;Signatures;Signature;
DEF;Situatie per waarderingsdatum:;Situation on valuation date:;Situatie per waarderingsdatum:;
DEF;Slecht;Poor;Slecht;
DEF;Slechte moraliteit ondernemer;Bad morality;Slechte moraliteit ondernemer;
DEF;Sluitpost cashflow;Closing entry cashflow;Sluitpost cashflow;
DEF;Snelle rapportage met grafieken;Fast report with charts;Snelle rapportage met grafieken;
DEF;Sociale lasten;Social security charges;Sociale lasten;
DEF;Solvabiliteit (balans) en solvabiliteit aansprakelijk vermogen;Solvency (balance sheet) and solvency liable capital;Solvabiliteit (balans) en solvabiliteit aansprakelijk vermogen;
DEF;Solvabiliteit (balans);Net worth / total liabilities;Solvabiliteit (balans);
DEF;Solvabiliteit aansprakelijk vermogen;Solvency liable capital;Solvabiliteit aansprakelijk vermogen;
DEF;Solvabiliteit, liquiditeit en twee termijnkengetallen;Solvency, liquidity and two activity ratios;Solvabiliteit, liquiditeit en twee termijnkengetallen;
DEF;Solvabiliteit;Solvency;Solvabiliteit;
DEF;Solvabiliteitsratio's;Leverage ratios;Solvabiliteitsratio’s;
DEF;Som der bedrijfsopbrengsten;Total revenues;Som der bedrijfsopbrengsten;
DEF;som van rente en aflossing constant;sum of interest and amortization constant;som van rente en aflossing constant;
DEF;Sommige berekende waarden in de jaarrekening zijn handmatig aangepast.;Some calculated values are manually changed in the financial statements.;Sommige berekende waarden in de jaarrekening zijn handmatig aangepast.;
DEF;Soort aanvraag niet gespecificeerd.;Kind of proposal not specified.;Soort aanvraag niet gespecificeerd.;
DEF;Soort Aflossing;Kind of repayment;Soort Aflossing;
DEF;Soort balans;Type of balance;Soort balans;
DEF;Soort hypotheek;Kind of mortages;Soort hypotheek;
DEF;Soort jaarrekening;Kind of annual report;Soort jaarrekening;
DEF;Soort kredietaanvraag;Kind of credit request;Soort kredietaanvraag;
DEF;Soort relatie;Type of customer;Soort relatie;
DEF;Soort voorstel niet gespecificeerd.;Kind of proposal form not specified.;Soort voorstel niet gespecificeerd.;
DEF;Soort voorstel;Kind of proposal form;Soort voorstel;
DEF;Soort waarde;Kind of value;Soort waarde;
DEF;Soort zekerheid;Type of property;Soort zekerheid;
DEF;Soort;Kind of;Soort;
DEF;Spaanse peseta;Spanish peseta;Spaanse peseta;
DEF;Spaarrekeningen/beleggingen;Savings accounts/investments;Spaarrekeningen/beleggingen;
DEF;Specificatie agrarisch bedrijf;Specification agricultural company;Specificatie agrarisch bedrijf;
DEF;Specificatie balans;Specification balance sheet;Specificatie balans;
DEF;Specificatie bedrijfskosten;Specification operating expenses;Specificatie bedrijfskosten;
DEF;Specificatie exploitatierekening;Specification profit and loss account;Specificatie exploitatierekening;
DEF;Specificatie onderneming;Specification company;Specificatie onderneming;
DEF;Specificatie privé-opnamen/stortingen;Specification private withdrawals/deposits;Specificatie privé-opnamen/stortingen;
DEF;Specificatie privé-vermogen ondernemer(s);Specification private capital of entrepreneur;Specificatie privé-vermogen ondernemer(s);
DEF;Specificatie;Specification;Specificatie;
DEF;Specificaties;Specifications;Specificaties;
DEF;Specificeer hieronder (PgDn) looptijd en rente %;Specify term and interest here (PgDn);Specificeer hieronder (PgDn) looptijd en rente %;
DEF;Specificeer looptijd en rente %;Specify tenor and interest %;Specificeer looptijd en rente %;
DEF;ss >1 <3: Binnenvaart/Short Sea en TC of B/B >1 en <=3 jaar;ss >1 <3: Inland navigation/Short Sea and TC or B/B >1 and <=3 year;ss >1 <3: Binnenvaart/Short Sea en TC of B/B >1 en <=3 jaar;
DEF;ss >3 : Binnenvaart/Short Sea en TC of B/B>3 jaar;ss >3 : Inland navigation/Short Sea and TC or B/B>3 year;ss >3 : Binnenvaart/Short Sea en TC of B/B>3 jaar;
DEF;ST - Starter|IB - Intensief beheer|BB - Bijzonder beheer;ST - Starter|SL - Standard Loan|PL - Problem or Watch Loan;ST - Starter|IB - Intensief beheer|BB - Bijzonder beheer;
DEF;Staatsgarantie;Government guaranteed;Staatsgarantie;
DEF;Stabiel (gebruik waarde van jaar geleden);Steady (use value from previous year);Stabiel (gebruik waarde van jaar geleden);
DEF;Stamrecht uitkering;Payable standing right;Stamrecht uitkering;
DEF;Stamrecht;Standing right;Stamrecht;
DEF;Stand;Current outstandings;Stand;
DEF;Standaard advies model voor BV's en NV's.;Standard advisory model for private limited companies and public limited companies;Standaard advies model voor BV’s en NV’s.;
DEF;Standaard advies model voor eenmanszaken en VOF's.|Privé-opnamen van firmanten i.p.v. salaris.|Inkomstenbelasting i.p.v. vennootschapsbelasting.;Standard advisory model for one-man businesses and firms.|Private drawings of partners instead of salary.|income tax instead of company tax.;Standaard advies model voor eenmanszaken en vof’s.|Privé-opnamen van firmanten i.p.v. salaris.|Inkomstenbelasting i.p.v. vennootschapsbelasting.;
DEF;Standaard bankmodel voor BV's en NV's.;Standard bankmodel for private limited companies and public limited companies.;Standaard bankmodel voor BV’s en NV’s.;
DEF;Standaard bankmodel voor eenmanszaken en VOF's.|Privé-opnamen van firmanten i.p.v. salaris.|Inkomstenbelasting i.p.v. vennootschapsbelasting.;Standard bankmodel for one-man businesses;Standaard bankmodel voor eenmanszaken en vof’s.|Privé-opnamen van firmanten i.p.v. salaris.|Inkomstenbelasting i.p.v. vennootschapsbelasting.;
DEF;standaard bankmodel;standard bankmodel;standaard bankmodel;
DEF;Standaard BTW tarief;Default VAT rate;Standaard btw-tarief;
DEF;Standaard FINAN extrapolatie;Classic FINAN extrapolation;Standaard FINAN extrapolatie;
DEF;Standaard instelling opname kapitaal door partners;Default setting personal draw down of partners;Standaard instelling opname kapitaal door partners;
DEF;Standaard percentuele restwaarde;Default percentual residual value;Standaard percentuele restwaarde;
DEF;Standaard rapportmodel met keuze uit|kolommen en rubrieken;Standard report model with choice of| columns and sections;Standaard rapportmodel met keuze uit|kolommen en rubrieken;
DEF;standaard;default;standaard;
DEF;Standaard|Afwijkend;Standard|Different;Standaard|Afwijkend;
DEF;Standaard|Categoriaal|Functioneel;Normal|Categorial|Functional;Standaard|Categoriaal|Functioneel;
DEF;Start conversie;Start conversion;Start conversie;
DEF;Start Date Period;Start Date Period;Start Date Period;
DEF;Start het importeren van uit de folder %s1;Start import from folder %s1;Start het importeren van uit de folder %s1;
DEF;Startdatum periode;Start date period;Startdatum periode;
DEF;Startende onderneming?;Starting SME?;Startende onderneming?;
DEF;Starter;Start-up company;Starter;
DEF;Starter|Starter actielijst;Starter|Actionlist starter;Starter|Starter actielijst;
DEF;Status basisdossier;Status main document;Status basisdossier;
DEF;Status jaarrekening;Status annual report;Status jaarrekening;
DEF;Status van ingevoerde gegevens;Status of entered data;Status van ingevoerde gegevens;
DEF;Statuten/contracten;Statutes/contracts;Statuten/contracten;
DEF;Sterke concurrentie vs. monopolitische markt|Correctie moet tussen -40 en +40 liggen;Competitive vs. monopolistic market|Correction has to be between -40 and +40;Sterke concurrentie vs. monopolitische markt|Correctie moet tussen -40 en +40 liggen;
DEF;Stichting;Foundation;Stichting;
DEF;Stijging afzet (gemiddeld);Increase volume (average);Stijging afzet (gemiddeld);
DEF;Stijging algemene prijsindex;Increase general price index;Stijging algemene prijsindex;
DEF;Stijging bedrijfskosten;Increase company expenses;Stijging bedrijfskosten;
DEF;Stijging lonen;Increase of wages;Stijging lonen;
DEF;Stijging netto omzet;Increase net sales;Stijging netto omzet;
DEF;Stijging omzetvolume;Increase of sales volume;Stijging omzetvolume;
DEF;Stijging prijzen;Increase of sales prices;Stijging prijzen;
DEF;Stijging van totale loonkosten in %;Increase in total wage costs in %;Stijging van totale loonkosten in %;
DEF;Stijging van totale loonkosten;Increase of total expenses on wages;Stijging van totale loonkosten;
DEF;stijging;increase;stijging;
DEF;Stilzwijgend voortgezet;Implicit continued;Stilzwijgend voortgezet;
DEF;Storting aandelenkapitaal;Proceeds of issue of shares;Storting aandelenkapitaal;
DEF;Storting agio reserve;Payment share premium account;Storting agio reserve;
DEF;Storting egalisatierekening;Contribution on equalization account;Storting egalisatierekening;
DEF;Storting van aandelen;Proceeds of issue of ordinary shares;Storting van aandelen;
DEF;Storting van kapitaal;Contribution of capital;Storting van kapitaal;
DEF;Storting van partner kapitaal;Contribution of capital partners;Storting van partner kapitaal;
DEF;Storting van preferente aandelen;Proceeds of issue of preference shares;Storting van preferente aandelen;
DEF;Storting;Contribution;Storting;
DEF;Stortingen;Cash contribution;Stortingen;
DEF;Strategieontwikkeling;Strategy development;Strategieontwikkeling;
DEF;Structurele winstuitkering (cumulatief);Structural distribution (cumulative);Structurele winstuitkering (cumulatief);
DEF;Structurele winstuitkering (vast bedrag);Structural Profit payments (fixed amount);Structurele winstuitkering (vast bedrag);
DEF;Structurele winstuitkering;Structural amount of profit paid out;Structurele winstuitkering;
DEF;Stukken opgemaakt;Documents drafted;Stukken opgemaakt;
DEF;Stuurvariabelen;Controls;Stuurvariabelen;
DEF;Subsidies en premies;Subsidies and premiums;Subsidies en premies;
DEF;Subtotaal voorzieningen;Subtotal provisions;Subtotaal voorzieningen;
DEF;Subtotaal;Subtotal;Subtotaal;
DEF;Systeembeheerder;Systemmanager;Systeembeheerder;
DEF;T.b.v. rapportage en archivering|geen invloed op prognose;For reporting purposes only|No effect on forecast;T.b.v. rapportage en archivering|geen invloed op prognose;
DEF;t.l.v. rekeningnummer;from accountnumber;t.l.v. rekeningnummer;
DEF;t.o.v. prognose;vs. forecast;t.o.v. prognose;
DEF;t.o.v. vorig jaar;compared to value previous year;t.o.v. vorig jaar;
DEF;t.w.;namely;t.w.;
DEF;Target debt ratio t.o.v. prognose;Target debt ratio vs. forecast;Target debt ratio t.o.v. prognose;
DEF;Tarief vreemd vermogen afleiden uit de rentelasten uit de resultatenrekening en de leningen op de balans;Calculate interest rate based on interest expenses in P&L and debt on balance sheet;Tarief vreemd vermogen afleiden uit de rentelasten uit de resultatenrekening en de leningen op de balans;
DEF;tarief;rate;tarief;
DEF;Tariefgroep;Tariff group;Tariefgroep;
DEF;Tarieven vennootschapsbelasting;Company tax rates;Tarieven vennootschapsbelasting;
DEF;Taxatiedatum;Appraisal date;Taxatiedatum;
DEF;Taxatierapport;Valuation report;Taxatierapport;
DEF;Taxatierapporten;Valuation reports;Taxatierapporten;
DEF;Taxatiewaarde;Appraised value;Taxatiewaarde;
DEF;Te betalen belastingen;Taxes payable;Te betalen belastingen;
DEF;Te betalen dividend (balans);Dividend payable (balance);Te betalen dividend (balans);
DEF;Te betalen dividend;Dividend payable;Te betalen dividend;
DEF;te betalen kosten;costs payable;te betalen kosten;
DEF;Te betalen loonheffing/soc.l.;Income tax/social insurance payable;Te betalen loonheffing/soc.l.;
DEF;Te betalen pensioenlasten;Pension expenses payable;Te betalen pensioenlasten;
DEF;Te betalen rente en aflossingen;Interest and repayments payable;Te betalen rente en aflossingen;
DEF;Te betalen winstbelasting;Tax on profits payable;Te betalen winstbelasting;
DEF;Te financieren (indien neg.);Financing shortfall (if neg.);Te financieren (indien neg.);
DEF;Te financieren (indien negatief);Financing shortfall (if negative);Te financieren (indien negatief);
DEF;te hoog;too high;te hoog;
DEF;te laag;too low;te laag;
DEF;Te ontvangen omzet;Receivable sales;Te ontvangen omzet;
DEF;Te ontvangen subsidie/premies;Subsidy/premiums receivable;Te ontvangen subsidie/premies;
DEF;Te verdelen winst (cumulatief);Distributable profit (cumulative);Te verdelen winst (cumulatief);
DEF;Te verdelen winst;Profit available for distribution;Te verdelen winst;
DEF;Te verrekenen verliezen;Losses to be carried forward/back;Te verrekenen verliezen;
DEF;Te verzilveren cheques;Cheques receivable;Te verzilveren cheques;
DEF;Te vorderen belastingen;Income taxes receivable;Te vorderen belastingen;
DEF;Te vorderen omzetbelasting;Sales tax receivable;Te vorderen omzetbelasting;
DEF;Te vorderen winstbelasting;Tax on profits receivable;Te vorderen winstbelasting;
DEF;tegen;at;tegen;
DEF;Tegenstelling: Groei bedrijfsresultaat positief, groei investeringen negatief.;Contradiction: Growth rate operating income positive, growth rate investments negative.;Tegenstelling: Groei bedrijfsresultaat positief, groei investeringen negatief.;
DEF;Tegenstelling: Groeivoet bedrijfsresultaat positief <;Groeivoet investeringen negatief.;Tegenstelling: Groeivoet bedrijfsresultaat positief <;
DEF;Tekeningsbevoegd;Authorized signatory;Tekeningsbevoegd;
DEF;Tekort per balansdatum;Shortfall per reporting date;Tekort per balansdatum;
DEF;Telefoon privé;Phone;Telefoon privé;
DEF;Telefoon- faxnummer;Telephone-telefax number;Telefoon- faxnummer;
DEF;Telefoonnummer;Phone number;Telefoonnummer;
DEF;Tenslotte vervolgt de route met het aansprakelijk vermogen.|Deze schermen worden op jaarbasis getoond.|Druk op F5 voor een andere tijdbasis.;Finally the route continues with liable capital.<br />These screens show annualised figures.<br />Press F5 for another period.;Tenslotte vervolgt de route met het aansprakelijk vermogen.<br />Deze schermen worden op jaarbasis getoond.<br />Druk op F5 voor een andere tijdbasis.;
DEF;Tenslotte vervolgt de route met het aansprakelijk vermogen.|U krijgt hier de gelegenheid correcties op de balans aan te brengen.|U kunt de route nu ook beëindigen met Escape.;Finally the route continues with the liable capital.<br />Here you can make adjustments on the balance sheet.<br />Now you can also finish the route with Escape.;Tenslotte vervolgt de route met het aansprakelijk vermogen.<br />U krijgt hier de gelegenheid correcties op de balans aan te brengen.<br />U kunt de route nu ook beëindigen met Escape.;
DEF;Termijn is gebaseerd op de totale bedrijfskosten excl. personeelskosten, zie kengetallen;Term is based on total operating expenses excl. personell, see ratios;Termijn is gebaseerd op de totale bedrijfskosten excl. personeelskosten, zie kengetallen;
DEF;Termijn overige debiteuren (weken);Average collection period other accounts (receivable) (in weeks);Termijn overige debiteuren (weken);
DEF;Terreinen in (erf)pacht;Land on (long)lease;Terreinen in (erf)pacht;
DEF;Terreinen;Land;Terreinen;
DEF;Terugbetaalcapaciteit;repayment capacity;Terugbetaalcapaciteit;
DEF;Tijdbasis prognose;Level of detail forecast;Tijdbasis prognose;
DEF;Tijdstip;Point of time;Tijdstip;
DEF;TMW/Economische winst;TMV/Economic profit;TMW/Economische winst;
DEF;Toegevoegde marktwaarde (TMW);Total market value (TMV);Toegevoegde marktwaarde (TMW);
DEF;Toelichting aansprakelijk vermogen;Explanation liable capital;Toelichting aansprakelijk vermogen;
DEF;Toelichting balans activa;Explanation balance assets;Toelichting balans activa;
DEF;Toelichting balans passiva;Explanation balance liabilities;Toelichting balans passiva;
DEF;Toelichting bij lonen en sociale lasten;Explanation wages and social securities;Toelichting bij lonen en sociale lasten;
DEF;Toelichting correcties;Explanation on corrections;Toelichting correcties;
DEF;Toelichting financieringsaanvraag;Explanation credit request;Toelichting financierings­aanvraag;
DEF;Toelichting kasstroom;Explanation cashflow;Toelichting kasstroom;
DEF;Toelichting kengetallen;Explanation ratios;Toelichting kengetallen;
DEF;Toelichting overige;Remaining Explanation;Toelichting overige;
DEF;Toelichting RCS;Explanation RCS;Toelichting RCS;
DEF;Toelichting resultatenrekening;Explanation profit and loss account;Toelichting resultatenrekening;
DEF;Toelichting vermogensaansluiting;Explanation net worth reconciliation;Toelichting vermogensaansluiting;
DEF;Toelichting;Explanation;Toelichting;
DEF;Toelichtingen;Explanations;Toelichtingen;
DEF;Toename aandeel van derden;Increase Minority Interest;Toename aandeel van derden;
DEF;Toename niet-operationele kas;Addition in non-operational cash;Toename niet-operationele kas;
DEF;Toename overige rentedragende schulden;Increase Other Interest bearing Debt;Toename overige rentedragende schulden;
