COMPONENT;KEY;EN;NL;
scorecard;Saldo G-rekeningen;Balance G-bank accounts;Saldo G-rekeningen;
scorecard;SBI-code;SBI-code;SBI-code;
scorecard;Scharrelhennen opgehokt per ronde;Average number of range hens confined per round;Scharrelhennen opgehokt per ronde;
scorecard;Schattingswijzigingen;Change in accounting estimates;Schattingswijzigingen;
scorecard;Schepen;Ships balance sheet value;Schepen;
scorecard;Schepen;Ships specification;Schepen;
scorecard;Schulden aan banken [kortlopend];Payables to banks [current];Schulden aan banken [kortlopend];
scorecard;Schulden aan banken [langlopend];Payables to banks [non-current];Schulden aan banken [langlopend];
scorecard;Schulden aan groepsmaatschappijen;Payables to group companies;Schulden aan groepsmaatschappijen;
scorecard;Schulden aan groepsmaatschappijen (kortlopend);Payables to group companies (current);Schulden aan groepsmaatschappijen (kortlopend);
scorecard;Schulden aan groepsmaatschappijen (langlopend);Payables to group companies (non-current);Schulden aan groepsmaatschappijen (langlopend);
scorecard;Schulden aan kredietinstellingen;Payables to credit institutions;Schulden aan kredietinstellingen;
scorecard;Schulden aan kredietinstellingen (kortlopend);Payables to credit institutions (current);Schulden aan kredietinstellingen (kortlopend);
scorecard;Schulden aan kredietinstellingen (langlopend);Payables to credit institutions (non-current);Schulden aan kredietinstellingen (langlopend);
scorecard;Schulden aan leveranciers en handelskredieten;Trade payables;Schulden aan leveranciers en handelskredieten;
scorecard;Schulden aan leveranciers en handelskredieten (kortlopend);Trade payables (current);Schulden aan leveranciers en handelskredieten (kortlopend);
scorecard;Schulden aan overige verbonden maatschappijen;Payables to other related parties;Schulden aan overige verbonden maatschappijen;
scorecard;Schulden aan overige verbonden maatschappijen (kortlopend);Payables to other related parties (current);Schulden aan overige verbonden maatschappijen (kortlopend);
scorecard;Schulden aan overige verbonden maatschappijen (langlopend);Payables to other related parties (non-current);Schulden aan overige verbonden maatschappijen (langlopend);
scorecard;Schulden aan overige verbonden partijen;Payables to other related parties;Schulden aan overige verbonden partijen;
scorecard;Schulden aan overige verbonden partijen (kortlopend);Payables to other related parties (current);Schulden aan overige verbonden partijen (kortlopend);
scorecard;Schulden aan overige verbonden partijen (langlopend);Payables to other related parties (non-current);Schulden aan overige verbonden partijen (langlopend);
scorecard;Schulden aan participanten en aan maatschappijen waarin wordt deelgenomen (kortlopend);Payables to receivables shareholders and participating interests (current);Schulden aan participanten en aan maatschappijen waarin wordt deelgenomen (kortlopend);
scorecard;Schulden aan participanten en aan maatschappijen waarin wordt deelgenomen (langlopend);Payables to receivables shareholders and participating interests (non-current);Schulden aan participanten en aan maatschappijen waarin wordt deelgenomen (langlopend);
scorecard;Schulden aan participanten en aan maatschappijen waarin wordt deelgenomen;Payables to receivables shareholders and participating interests;Schulden aan participanten en aan maatschappijen waarin wordt deelgenomen;
scorecard;Schulden aan participanten en op maatschappijen waarin wordt deelgenomen;Payables shareholders participating interests specification;Schulden aan participanten en op maatschappijen waarin wordt deelgenomen;
scorecard;Schulden aan rechtspersonen en vennootschappen die een deelneming hebben in de rechtspersoon of waarin de rechtspersoon een deelneming heeft [kortlopend];Payables to other legal entities and companies with a participating interest in the legal entity or to participating interests of the legal entity [current];Schulden aan rechtspersonen en vennootschappen die een deelneming hebben in de rechtspersoon of waarin de rechtspersoon een deelneming heeft [kortlopend];
scorecard;Schulden aan rechtspersonen en vennootschappen die een deelneming hebben in de rechtspersoon of waarin de rechtspersoon een deelneming heeft [langlopend];Payables to other legal entities and companies with a participating interest in the legal entity or to participating interests of the legal entity [non-current];Schulden aan rechtspersonen en vennootschappen die een deelneming hebben in de rechtspersoon of waarin de rechtspersoon een deelneming heeft [langlopend];
scorecard;Schulden ter zake van belastingen en premiën van sociale verzekering [kortlopend];Payables relating to taxes and social security contributions [current];Schulden ter zake van belastingen en premiën van sociale verzekering [kortlopend];
scorecard;Schulden ter zake van belastingen en premiën van sociale verzekering [langlopend];Payables relating to taxes and social security contributions [non-current];Schulden ter zake van belastingen en premiën van sociale verzekering [langlopend];
scorecard;Schulden ter zake van pensioenen;Pension related payables;Schulden ter zake van pensioenen;
scorecard;Schulden ter zake van pensioenen (kortlopend);Pension related payables (current);Schulden ter zake van pensioenen (kortlopend);
scorecard;Schulden ter zake van pensioenen (langlopend);Pension related payables (non-current);Schulden ter zake van pensioenen (langlopend);
scorecard;Sociale lasten;Social security contributions;Sociale lasten;
scorecard;Som der bedrijfslasten;Operating expenses;Som der bedrijfslasten;
scorecard;Som der bedrijfslasten, grondslag;Operating expenses, policy;Som der bedrijfslasten, grondslag;
scorecard;Som der bedrijfslasten, toelichting;Operating expenses, disclosure;Som der bedrijfslasten, toelichting;
scorecard;Som der bedrijfslasten, totaal;Operating expenses, total;Som der bedrijfslasten, totaal;
scorecard;Som der bedrijfsopbrengsten;Operating income;Som der bedrijfsopbrengsten;
scorecard;Som der bedrijfsopbrengsten, grondslag;Operating income, policy;Som der bedrijfsopbrengsten, grondslag;
scorecard;Som der bedrijfsopbrengsten, toelichting;Operating income, disclosure;Som der bedrijfsopbrengsten, toelichting;
scorecard;Som der bedrijfsopbrengsten, totaal;Operating income, total;Som der bedrijfsopbrengsten, totaal;
scorecard;Soort bestuurder of commissaris;Type of director;Soort bestuurder of commissaris;
scorecard;Soort contactpersoon;Contact type;Soort contactpersoon;
scorecard;Sorteerkosten derden;Sorting costs third parties;Sorteerkosten derden;
scorecard;Specificatie akkerbouw;Farming title;Specificatie akkerbouw;
scorecard;Specificatie bloembollenteelt;Bulb cultivation title;Specificatie bloembollenteelt;
scorecard;Specificatie champignon- en andere paddenstoelenteelt;Mushroom and others cultivation title;Specificatie champignon- en andere paddenstoelenteelt;
scorecard;Specificatie fruitteelt;Fruit cultivation title;Specificatie fruitteelt;
scorecard;Specificatie kalverhouderij;Calves farm title;Specificatie kalverhouderij;
scorecard;Specificatie kortlopende schulden aan groepsmaatschappijen;Specification payables group companies title;Specificatie kortlopende schulden aan groepsmaatschappijen;
scorecard;Specificatie kortlopende schulden aan kredietinstellingen;Specification payables credit institutions title;Specificatie kortlopende schulden aan kredietinstellingen;
scorecard;Specificatie kortlopende schulden aan overige verbonden maatschappijen;Specification payables other related parties title;Specificatie kortlopende schulden aan overige verbonden maatschappijen;
scorecard;Specificatie kortlopende schulden aan participanten en maatschappijen waarin wordt deelgenomen;Specification payables shareholders and participating interests title;Specificatie kortlopende schulden aan participanten en maatschappijen waarin wordt deelgenomen;
scorecard;Specificatie leghennenhouderij;Cage hens farm title;Specificatie leghennenhouderij;
scorecard;Specificatie melkgeitenhouderij;Milk goat farm title;Specificatie melkgeitenhouderij;
scorecard;Specificatie melkveehouderij;Cattle farm title;Specificatie melkveehouderij;
scorecard;Specificatie parelhoenderhouderij;Guinea fowl farm title;Specificatie parelhoenderhouderij;
scorecard;Specificatie potplanten- en boomteelt;Pot and tree cultivation title;Specificatie potplanten- en boomteelt;
scorecard;Specificatie varkenshouderij;Pig farm title;Specificatie varkenshouderij;
scorecard;Specificatie vleeseendenhouderij;Meat ducks farm title;Specificatie vleeseendenhouderij;
scorecard;Specificatie vleeskalkoenenhouderij;Meat turkeys farm title;Specificatie vleeskalkoenenhouderij;
scorecard;Specificatie vleeskuikenshouderij;Nestlings farm title;Specificatie vleeskuikenshouderij;
scorecard;Statutaire naam onderneming;Statutory name company;Statutaire naam onderneming;
scorecard;Statutaire naam rechtspersoon;Statutory name entity;Statutaire naam rechtspersoon;
scorecard;Statutaire regeling omtrent de bestemming van de winst;Provisions of the Articles of Association relating to profit appropriation;Statutaire regeling omtrent de bestemming van de winst;
scorecard;Statutaire regeling omtrent de bestemming van het resultaat;Provisions of the Articles of Association relating to result appropriation;Statutaire regeling omtrent de bestemming van het resultaat;
scorecard;Statutaire reserves;Statutory reserves;Statutaire reserves;
scorecard;Statutaire vestigingsplaats;Statutory place of residence;Statutaire vestigingsplaats;
scorecard;Stelselwijzigingen;Change in accounting policies;Stelselwijzigingen;
scorecard;Stelselwijzigingen [specificatie];Change in accounting policies [specification];Stelselwijzigingen [specificatie];
scorecard;Stelselwijzigingen [titel];Change in accounting policies [title];Stelselwijzigingen [titel];
scorecard;Stelselwijzigingen, omschrijving;Change in accounting policies, description;Stelselwijzigingen, omschrijving;
scorecard;Stelselwijzigingen, reden voor wijziging van de grondslagen;Change in accounting policies, reason for change;Stelselwijzigingen, reden voor wijziging van de grondslagen;
scorecard;Stelselwijzigingen, specificatie [titel];Change in accounting policies, specification [title];Stelselwijzigingen, specificatie [titel];
scorecard;Straatnaam;Street name;Straatnaam;
scorecard;Straatnaam buitenland;Street name abroad;Straatnaam buitenland;
scorecard;Straatnaam NL;Street name NL;Straatnaam NL;
scorecard;Strooiselkosten;Litter costs;Strooiselkosten;
scorecard;Substraatmateriaalkosten;Substratum costs;Substraatmateriaalkosten;
scorecard;Te betalen dividend;Dividends payables;Te betalen dividend;
scorecard;Teeltkosten;Cultivation costs;Teeltkosten;
scorecard;Teeltkosten, totaal;Cultivation costs, total;Teeltkosten, totaal;
scorecard;Teeltoppervlak overdekt;Gross cultivation surface indoor;Teeltoppervlak overdekt;
scorecard;Tegoeden op bank- en girorekeningen;Credit balances on bank- and giro accounts;Tegoeden op bank- en girorekeningen;
scorecard;Tegoeden op bankgirorekeningen;Credit balances on bank accounts;Tegoeden op bankgirorekeningen;
scorecard;Tegoeden op girorekeningen;Credit balances on giro accounts;Tegoeden op girorekeningen;
scorecard;Telefoonnummer;Telephone number;Telefoonnummer;
scorecard;Telefoonnummer intermediair;Telephone number intermediary;Telefoonnummer intermediair;
scorecard;Terreinen;Land;Terreinen;
scorecard;Terugneming van waardeverminderingen van immateriële vaste activa;Reversal of impairment of intangible assets;Terugneming van waardeverminderingen van immateriële vaste activa;
scorecard;Terugneming van waardeverminderingen van materiële vaste activa;Reversal of impairment of tangible assets;Terugneming van waardeverminderingen van materiële vaste activa;
scorecard;Toegerekende kosten;Allocated costs title;Toegerekende kosten;
scorecard;Toegerekende opbrengsten;Allocated revenues title;Toegerekende opbrengsten;
scorecard;Toelichting en overige relevante opleidingen;Specification and other relevant education;Toelichting en overige relevante opleidingen;
scorecard;Toelichting intermediair;Intermediary report;Toelichting intermediair;
scorecard;Toelichting op de balans;Balance sheet disclosure title;Toelichting op de balans;
scorecard;Toelichting op de winst- en verliesrekening;Income statement disclosure title;Toelichting op de winst- en verliesrekening;
scorecard;Transportkosten;Transport Costs;Transportkosten;
scorecard;Type jaarrekening;Financial statement type;Type jaarrekening;
scorecard;Type toelichting;Report type;Type toelichting;
scorecard;Type toelichting intermediair;Intermediary report type;Type toelichting intermediair;
scorecard;Uitbesteed werk;Outsourced work;Uitbesteed werk;
scorecard;Uitbreidingsinvesteringen materiële vaste activa;Expansion purchase of property, plant and equipment;Uitbreidingsinvesteringen materiële vaste activa;
scorecard;Uitsplitsing registergoederen;Analysis of register bound goods title;Uitsplitsing registergoederen;
scorecard;Uitsplitsing schulden;Analysis of payables title;Uitsplitsing schulden;
scorecard;Uitsplitsing vorderingen;Analysis of receivables title;Uitsplitsing vorderingen;
scorecard;Uitsplitsing zekerheden;Analysis of securities register bound goods title;Uitsplitsing zekerheden;
scorecard;Valutakoersverschillen;Foreign currency exchange rate results;Valutakoersverschillen;
scorecard;Van aandeelhouders opgevraagde stortingen;Called-up share capital;Van aandeelhouders opgevraagde stortingen;
scorecard;Vaste activa;Non-current assets;Vaste activa;
scorecard;Vaste activa [titel];Non-current assets [title];Vaste activa [titel];
scorecard;Vaste activa, grondslag;Non-current assets, policy;Vaste activa, grondslag;
scorecard;Vaste activa, totaal;Non-current assets, total;Vaste activa, totaal;
scorecard;Vaste bedrijfsmiddelen in uitvoering;Construction in progress;Vaste bedrijfsmiddelen in uitvoering;
scorecard;Vaste bedrijfsmiddelen in uitvoering en vooruitbetaald op materiële vaste activa;Construction in progress and prepayments of property, plant and equipment;Vaste bedrijfsmiddelen in uitvoering en vooruitbetaald op materiële vaste activa;
scorecard;Vaste bedrijfsmiddelen in uitvoering en vooruitbetaald op materiële vaste activa;Construction in progress and prepayments of property, plant and equipment title;Vaste bedrijfsmiddelen in uitvoering en vooruitbetaald op materiële vaste activa;
scorecard;Vaste bedrijfsmiddelen in uitvoering en vooruitbetaald op materiële vaste activa;Property, plant and equipment under construction and prepayments of property, plant and equipment;Vaste bedrijfsmiddelen in uitvoering en vooruitbetaald op materiële vaste activa;
scorecard;Vaste looptijd huur- of pachtcontract J/N;Fixed maturity rent contracts;Vaste looptijd huur- of pachtcontract J/N;
scorecard;Vaste looptijd leasecontract J/N;Fixed maturity lease contracts;Vaste looptijd leasecontract J/N;
scorecard;Vaste looptijd schuld J/N;Fixed maturity payables indicator;Vaste looptijd schuld J/N;
scorecard;Vastgoedbeleggingen;Investment properties;Vastgoedbeleggingen;
scorecard;Vastgoedbeleggingen, begin van de periode;Investment properties, beginning balance;Vastgoedbeleggingen, begin van de periode;
scorecard;Vastgoedbeleggingen, einde van de periode;Investment properties, ending balance;Vastgoedbeleggingen, einde van de periode;
scorecard;Veeteelt;Livestock breeding specification;Veeteelt;
scorecard;Veeteelt type;Livestock breeding type;Veeteelt type;
scorecard;Veilingkosten;Auction Costs;Veilingkosten;
scorecard;Vergoeding werk aan derden;Reimbursement work others;Vergoeding werk aan derden;
scorecard;Verhuuropbrengsten;Rental revenues;Verhuuropbrengsten;
scorecard;Verkoop elektra;Electricity sales;Verkoop elektra;
scorecard;Verkoop gerelateerde kosten;Sales related expenses;Verkoop gerelateerde kosten;
scorecard;Verkoopkosten;Selling expenses;Verkoopkosten;
scorecard;Verkoopoppervlakte;Square meter sales surface;Verkoopoppervlakte;
scorecard;Verpakkingsvergoeding;Packaging fee;Verpakkingsvergoeding;
scorecard;Verslag van de Raad van Commissarissen;Report of the Supervisory Board;Verslag van de Raad van Commissarissen;
scorecard;Verslag van de Raad van Commissarissen [titel];Report of the Supervisory Board [title];Verslag van de Raad van Commissarissen [titel];
scorecard;Vervangingsinvesteringen materiële vaste activa;Replacement purchase of property, plant and equipment;Vervangingsinvesteringen materiële vaste activa;
scorecard;Vestigingsadres in het buitenland;Address of actual establishment abroad;Vestigingsadres in het buitenland;
scorecard;Vestigingsadres in Nederland;Address of actual establishment in the Netherlands specification;Vestigingsadres in Nederland;
scorecard;Vestigingsplaats;Place of residence;Vestigingsplaats;
scorecard;Vestigingsplaats buitenland;Place of residence abroad;Vestigingsplaats buitenland;
scorecard;Vestigingsplaats intermediair;Domicile intermediary;Vestigingsplaats intermediair;
scorecard;Vestigingsplaats NL;Place of residence NL;Vestigingsplaats NL;
scorecard;Vetreferentie (%);Percentage of fat reference;Vetreferentie (%);
scorecard;Vleeskuikenouderdieren opgehokt per ronde;Average number of broilers breeders confined per round;Vleeskuikenouderdieren opgehokt per ronde;
scorecard;Vliegtuigen;Aircrafts specification;Vliegtuigen;
scorecard;Vlottende activa;Current assets;Vlottende activa;
scorecard;Vlottende activa [titel];Current assets [title];Vlottende activa [titel];
scorecard;Vlottende activa, grondslag;Current assets, policy;Vlottende activa, grondslag;
scorecard;Vlottende activa, toelichting;Current assets disclosure title;Vlottende activa, toelichting;
scorecard;Vlottende activa, totaal;Current assets, total;Vlottende activa, totaal;
scorecard;Voergeld;Feeding money;Voergeld;
scorecard;Voerkosten;Fodder costs;Voerkosten;
scorecard;Voldaan aan voorwaarden derogatie J/N;Requirements derogation Y/N;Voldaan aan voorwaarden derogatie J/N;
scorecard;Voornamen;First name;Voornamen;
scorecard;Voorraad gereed product en handelsgoederen;Inventory of finished and trade goods;Voorraad gereed product en handelsgoederen;
scorecard;Voorraad grond- en hulpstoffen;Inventory raw materials and consumables;Voorraad grond- en hulpstoffen;
scorecard;Voorraadmutatie;Stock change;Voorraadmutatie;
scorecard;Voorraden;Inventories;Voorraden;
scorecard;Voorraden (vlottende activa): Niet gebruiksvee;Stock assets current non livestock;Voorraden (vlottende activa): Niet gebruiksvee;
scorecard;Voorraden [titel];Inventories [title];Voorraden [titel];
scorecard;Voorraden, geactiveerde rente gedurende de verslagperiode;Inventories, capitalised interest during the period;Voorraden, geactiveerde rente gedurende de verslagperiode;
scorecard;Voorraden, grondslag;Inventories, policy;Voorraden, grondslag;
scorecard;Voorraden, niet in de balans opgenomen verplichting tot aan- of verkoop van voorraden;Inventories, commitments to purchase or sell inventories;Voorraden, niet in de balans opgenomen verplichting tot aan- of verkoop van voorraden;
scorecard;Voorraden, toelichting;Inventories, disclosure;Voorraden, toelichting;
scorecard;Voorraden, totaal;Inventories, total;Voorraden, totaal;
scorecard;Voorstel voor resultaatbestemming;Proposed appropriation of the results;Voorstel voor resultaatbestemming;
scorecard;Vooruitbetaald op immateriële vaste activa;Prepayments of intangible assets;Vooruitbetaald op immateriële vaste activa;
scorecard;Vooruitbetaald op voorraden;Prepayments of inventories;Vooruitbetaald op voorraden;
scorecard;Vooruitbetalingen op materiële vaste activa;Prepayments of property plant and equipment;Vooruitbetalingen op materiële vaste activa;
scorecard;Vooruitbetalingen op voorraden;Prepayments of inventories;Vooruitbetalingen op voorraden;
scorecard;Vooruitontvangen betalingen, onderhanden werk;Received advance payments work in progress;Vooruitontvangen betalingen, onderhanden werk;
scorecard;Voorwaardelijke verplichtingen;Conditional liabilities title;Voorwaardelijke verplichtingen;
scorecard;Voorziening incourante voorraden;Provision unmarketable inventories;Voorziening incourante voorraden;
scorecard;Voorziening voor belastingen;Provision for tax liabilities;Voorziening voor belastingen;
scorecard;Voorziening voor pensioenen;Provision for pension obligations;Voorziening voor pensioenen;
scorecard;Voorziening voor pensioenen/FOR;Provision for pension obligations/FOR;Voorziening voor pensioenen/FOR;
scorecard;Voorziening voor pensioenverplichtingen, actuariële grondslagen;Provision for pension obligations, actuarial assumptions;Voorziening voor pensioenverplichtingen, actuariële grondslagen;
scorecard;Voorziening voor pensioenverplichtingen, beschrijving verplichtingen;Provision for pension obligations, description;Voorziening voor pensioenverplichtingen, beschrijving verplichtingen;
scorecard;Voorziening voor pensioenverplichtingen, methode van waardering;Provision for pension obligations, valuation methods;Voorziening voor pensioenverplichtingen, methode van waardering;
scorecard;Voorzieningen;Provisions;Voorzieningen;
scorecard;Voorzieningen [titel];Provisions [title];Voorzieningen [titel];
scorecard;Voorzieningen, begin van de periode;Provisions, start of the period;Voorzieningen, begin van de periode;
scorecard;Voorzieningen, einde van de periode;Provisions, end of the period;Voorzieningen, einde van de periode;
scorecard;Voorzieningen, grondslag;Provisions, policy;Voorzieningen, grondslag;
scorecard;Voorzieningen, toelichting;Provisions, disclosure;Voorzieningen, toelichting;
scorecard;Voorzieningen, totaal;Provisions, total;Voorzieningen, totaal;
scorecard;Voouitbetalingen op materiële vaste activa;Prepayments of intangible assets;Voouitbetalingen op materiële vaste activa;
scorecard;Vorderingen;Receivables;Vorderingen;
scorecard;Vorderingen [titel];Receivables [title];Vorderingen [titel];
scorecard;Vorderingen en overlopende activa, toelichting;Receivables disclosure title;Vorderingen en overlopende activa, toelichting;
scorecard;Vorderingen op andere rechtspersonen en vennootschappen die een deelneming hebben in de rechtspersoon of waarin de rechtspersoon een deelneming heeft (kortlopend);Receivables from other legal entities and companies with a participating interest in the legal entity or from participating interests of the legal entity (current);Vorderingen op andere rechtspersonen en vennootschappen die een deelneming hebben in de rechtspersoon of waarin de rechtspersoon een deelneming heeft (kortlopend);
scorecard;Vorderingen op andere rechtspersonen en vennootschappen die een deelneming hebben in de rechtspersoon of waarin de rechtspersoon een deelneming heeft (langlopend);Receivables from other legal entities and companies with a participating interest in the legal entity or from participating interests of the legal entity (non-current);Vorderingen op andere rechtspersonen en vennootschappen die een deelneming hebben in de rechtspersoon of waarin de rechtspersoon een deelneming heeft (langlopend);
scorecard;Vorderingen op groepsmaatschappijen;Receivables from group companies;Vorderingen op groepsmaatschappijen;
scorecard;Vorderingen op groepsmaatschappijen (kortlopend);Receivables from group companies (current);Vorderingen op groepsmaatschappijen (kortlopend);
scorecard;Vorderingen op groepsmaatschappijen (langlopend);Receivables from group companies (non-current);Vorderingen op groepsmaatschappijen (langlopend);
scorecard;Vorderingen op handelsdebiteuren;Trade receivables;Vorderingen op handelsdebiteuren;
scorecard;Vorderingen op handelsdebiteuren, voorziening dubieuze debiteuren;Trade receivables, provision bad debts;Vorderingen op handelsdebiteuren, voorziening dubieuze debiteuren;
scorecard;Vorderingen op klanten;Receivables from customers;Vorderingen op klanten;
scorecard;Vorderingen op overige verbonden maatschappijen;Receivables from other relates parties;Vorderingen op overige verbonden maatschappijen;
scorecard;Vorderingen op overige verbonden maatschappijen (kortlopend);Receivables from other relates parties (current);Vorderingen op overige verbonden maatschappijen (kortlopend);
scorecard;Vorderingen op overige verbonden maatschappijen (langlopend);Receivables from other relates parties (non-current);Vorderingen op overige verbonden maatschappijen (langlopend);
scorecard;Vorderingen op participanten en op maatschappijen waarin wordt deelgenomen (kortlopend);Receivables from shareholders and participating interests (current);Vorderingen op participanten en op maatschappijen waarin wordt deelgenomen (kortlopend);
scorecard;Vorderingen op participanten en op maatschappijen waarin wordt deelgenomen (langlopend);Receivables from shareholders and participating interests (non-current);Vorderingen op participanten en op maatschappijen waarin wordt deelgenomen (langlopend);
scorecard;Vorderingen op participanten en op maatschappijen waarin wordt deelgenomen;Receivables from shareholders and participating interests;Vorderingen op participanten en op maatschappijen waarin wordt deelgenomen;
scorecard;Vorderingen uit hoofde van belastingen;Tax receivables;Vorderingen uit hoofde van belastingen;
scorecard;Vorderingen uit hoofde van pensioenen;Pension receivables;Vorderingen uit hoofde van pensioenen;
scorecard;Vorderingen, grondslag;Receivables, policy;Vorderingen, grondslag;
scorecard;Vorderingen, looptijd langer dan een jaar, toelichting;Receivables, maturity exceeding one year, disclosure;Vorderingen, looptijd langer dan een jaar, toelichting;
scorecard;Vorderingen, toelichting;Receivables, disclosure;Vorderingen, toelichting;
scorecard;Vorderingen, totaal;Receivables, total;Vorderingen, totaal;
scorecard;Vorderingen, uitsplitsing [titel];Receivables, breakdown [title];Vorderingen, uitsplitsing [titel];
scorecard;Vorderingen: Ledenlening;Receivables members loans;Vorderingen: Ledenlening;
scorecard;Vrije uitloophennen opgehokt per ronde;Average number of free range hens confined per round;Vrije uitloophennen opgehokt per ronde;
scorecard;Vrijval uit herwaarderingsreserve;Release from revaluation reserve;Vrijval uit herwaarderingsreserve;
scorecard;Vrijval uit herwaarderingsreserve ten gunste van de winst-en verliesrekening;Release from revaluation reserve through the income statement;Vrijval uit herwaarderingsreserve ten gunste van de winst-en verliesrekening;
scorecard;Waardeveranderingen van financiële vaste activa en van effecten;Changes in value of financial assets and of securities;Waardeveranderingen van financiële vaste activa en van effecten;
scorecard;Waardeveranderingen van vastgoedbeleggingen;Revaluations of investment property;Waardeveranderingen van vastgoedbeleggingen;
scorecard;Waardeveranderingen van vorderingen die tot de vaste activa behoren en van effecten;Changes in value of non-current receivables and of securities;Waardeveranderingen van vorderingen die tot de vaste activa behoren en van effecten;
scorecard;Waardeverminderingen van immateriële vaste activa;Impairments of intangible assets;Waardeverminderingen van immateriële vaste activa;
scorecard;Waardeverminderingen van materiële vaste activa;Impairment of tangible assets;Waardeverminderingen van materiële vaste activa;
scorecard;Waarvan op voergeld;Which are contracted;Waarvan op voergeld;
scorecard;Werkelijk eiwit (%);Percentage of actual protein;Werkelijk eiwit (%);
scorecard;Werkelijk vet (%);Percentage of actual fat;Werkelijk vet (%);
scorecard;Wettelijke en statutaire reserves;Legal and statutory reserves;Wettelijke en statutaire reserves;
scorecard;Wettelijke en statutaire reserves [titel];Legal and statutory reserves [title];Wettelijke en statutaire reserves [titel];
scorecard;Wettelijke reserves;Legal reserves;Wettelijke reserves;
scorecard;Wijziging in onderhanden projecten in opdracht van derden;Changes in construction contracts;Wijziging in onderhanden projecten in opdracht van derden;
scorecard;Wijziging in voorraden gereed product en onderhanden werk;Changes to inventories and work in progress;Wijziging in voorraden gereed product en onderhanden werk;
scorecard;Wijzigingen in de waarde van de financiële vaste activa en van de effecten die tot de vlottende activa behoren;Changes in the value of financial assets and of securities that are part of the current assets;Wijzigingen in de waarde van de financiële vaste activa en van de effecten die tot de vlottende activa behoren;
scorecard;Winst- en verliesrekening;Income statement title;Winst- en verliesrekening;
scorecard;Winstbewijzen en soortgelijke rechten;Profit certificates and similar rights;Winstbewijzen en soortgelijke rechten;
scorecard;Wisselkoersverschillen;Foreign currency exchange differences;Wisselkoersverschillen;
scorecard;Wissels en cheques;Cheques and bills of exchange;Wissels en cheques;
scorecard;Woonplaats NL;Place of residence NL;Woonplaats NL;
scorecard;WOZ-waarde registergoed;Value purposes valuation of immovable property act register bound good;WOZ-waarde registergoed;
scorecard;Zaai, plant en pootgoedkosten;Sowing costs;Zaai, plant en pootgoedkosten;
scorecard;Zakelijk rekeningnummer;Account number bank;Zakelijk rekeningnummer;
scorecard;Zekerheden;Securities register bound goods title;Zekerheden;
scorecard;Zekerheden niet-registergoederen;Securities not register bound goods specification;Zekerheden niet-registergoederen;
scorecard;Zekerheden registergoederen;Securities register bound goods specification;Zekerheden registergoederen;
scorecard;Zekerheid schuld J/N;Security payables;Zekerheid schuld J/N;
scorecard;Zekerheid vordering J/N;Security receivables;Zekerheid vordering J/N;
scorecard;Zetel;Registered office;Zetel;
scorecard;Zetel van de rechtspersoon;Legal entity registered office;Zetel van de rechtspersoon;
scorecard;Is this entrepreneur able to keep a sustainable financial position and has the company sufficient funds to continue?;Is this entrepreneur able to keep a sustainable financial position and has the company sufficient funds to continue?;Beschikt de ondernemer over voldoende financiële middelen om zijn onderneming op economisch verantwoorde wijze te drijven of op te zetten?;
scorecard;Furthermore, is the current profitability and profit outlook satisfying?;Furthermore, is the current profitability and profit outlook satisfying?;Zijn de rentabiliteit en continuïteitsvooruitzichten van de onderneming bevredigend?;
scorecard;[b]State Guarantees[/b];[b]State Guarantees[/b];[b]Staatsgaranties[/b];
DEF;0:Insufficient|1:Sufficient|2:Good;0:Insufficient|1:Sufficient|2:Good;0:Onvoldoende|1:Voldoende|2:Goed;
DEF;Insufficient;Insufficient;Onvoldoende;
DEF;Sufficient;Sufficient;Voldoende;
DEF;Good;Good;Goed;
scorecard;Het type land- en tuinbouw dat doorde rapporterende onderneming wordt uitgevoerd.;The type of agriculture and horticulture carried out by the reporting company.;Het type land- en tuinbouw dat doorde rapporterende onderneming wordt uitgevoerd.;
scorecard;De totale oppervlakte grond in eigendom, die gedurende de rapportageperiode ten dienste is geweest aan de exploitatie (m²).;The total land area owned, which has been operating during the reporting period (m²).;De totale oppervlakte grond in eigendom, die gedurende de rapportageperiode ten dienste is geweest aan de exploitatie (m²).;
scorecard;De totale kadastrale oppervlakte in eigendom, die gedurende de rapportageperiode in gebruik door derden is geweest (m²).;The total cadastral area owned by third parties during the reporting period (m²).;De totale kadastrale oppervlakte in eigendom, die gedurende de rapportageperiode in gebruik door derden is geweest (m²).;
scorecard;Bruto overdekt teeltoppervlak, zoals kas, schuur of grot. Inclusief stapeling (buitenmaat, in hectare (= 10.000 m²).;Gross covered cultivation area, such as greenhouse, barn or cave. Includes stacking (outer dimensions, in hectares (= 10,000 m²).;Bruto overdekt teeltoppervlak, zoals kas, schuur of grot. Inclusief stapeling (buitenmaat, in hectare (= 10.000 m²).;
scorecard;De meerjarige voorraden van te velde staande gewassen.;The multiannual stocks of cultivated crops.;De meerjarige voorraden van te velde staande gewassen.;
scorecard;De openstaande vorderingen die uitgezet zijn aan leden.;The outstanding receivables that are allocated to members.;De openstaande vorderingen die uitgezet zijn aan leden.;
scorecard;Bruto omzet gegenereerd uit de productie.;Gross revenue generated from production.;Bruto omzet gegenereerd uit de productie.;
scorecard;De wijziging in de voorraad.;The change in stock.;De wijziging in de voorraad.;
